
 num     #instances         #bytes  class name
3027:             1             16  org.apache.spark.sql.catalyst.expressions.SortOrder$
3028:             1             16  org.apache.spark.sql.catalyst.expressions.SubExprUtils$
3029:             1             16  org.apache.spark.sql.catalyst.expressions.SubqueryExpression$
3030:             1             16  org.apache.spark.sql.catalyst.expressions.UnsafeProjection$
3031:             1             16  org.apache.spark.sql.catalyst.expressions.aggregate.AggregateExpression$
3032:             1             16  org.apache.spark.sql.catalyst.expressions.aggregate.Complete$
3033:             1             16  org.apache.spark.sql.catalyst.expressions.aggregate.Count$
3034:             1             16  org.apache.spark.sql.catalyst.expressions.aggregate.Final$
3035:             1             16  org.apache.spark.sql.catalyst.expressions.aggregate.Partial$
3036:             1             16  org.apache.spark.sql.catalyst.expressions.aggregate.PartialMerge$
3037:             1             16  org.apache.spark.sql.catalyst.expressions.codegen.CodeFormatter$
3038:             1             16  org.apache.spark.sql.catalyst.expressions.codegen.CodeGenerator$$anon$1
3039:             1             16  org.apache.spark.sql.catalyst.expressions.objects.Invoke$
3040:             1             16  org.apache.spark.sql.catalyst.expressions.objects.NewInstance$
3041:             1             16  org.apache.spark.sql.catalyst.expressions.objects.StaticInvoke$
3042:             1             16  org.apache.spark.sql.catalyst.expressions.package$
3043:             1             16  org.apache.spark.sql.catalyst.package$ScalaReflectionLock$
3044:             1             16  org.apache.spark.sql.catalyst.parser.ParseErrorListener$
3045:             1             16  org.apache.spark.sql.catalyst.parser.ParserUtils$
3046:             1             16  org.apache.spark.sql.catalyst.parser.ParserUtils$EnhancedLogicalPlan$
3047:             1             16  org.apache.spark.sql.catalyst.parser.PostProcessor$
3048:             1             16  org.apache.spark.sql.catalyst.planning.ExtractEquiJoinKeys$
3049:             1             16  org.apache.spark.sql.catalyst.planning.ExtractFiltersAndInnerJoins$
3050:             1             16  org.apache.spark.sql.catalyst.planning.PhysicalAggregation$
3051:             1             16  org.apache.spark.sql.catalyst.planning.PhysicalOperation$
3052:             1             16  org.apache.spark.sql.catalyst.plans.FullOuter$
3053:             1             16  org.apache.spark.sql.catalyst.plans.Inner$
3054:             1             16  org.apache.spark.sql.catalyst.plans.LeftAnti$
3055:             1             16  org.apache.spark.sql.catalyst.plans.LeftExistence$
3056:             1             16  org.apache.spark.sql.catalyst.plans.LeftOuter$
3057:             1             16  org.apache.spark.sql.catalyst.plans.LeftSemi$
3058:             1             16  org.apache.spark.sql.catalyst.plans.RightOuter$
3059:             1             16  org.apache.spark.sql.catalyst.plans.logical.CatalystSerde$
3060:             1             16  org.apache.spark.sql.catalyst.plans.logical.EventTimeWatermark$
3061:             1             16  org.apache.spark.sql.catalyst.plans.logical.Limit$
3062:             1             16  org.apache.spark.sql.catalyst.plans.logical.LocalRelation$
3063:             1             16  org.apache.spark.sql.catalyst.plans.physical.AllTuples$
3064:             1             16  org.apache.spark.sql.catalyst.plans.physical.Partitioning$
3065:             1             16  org.apache.spark.sql.catalyst.plans.physical.SinglePartition$
3066:             1             16  org.apache.spark.sql.catalyst.plans.physical.UnspecifiedDistribution$
3067:             1             16  org.apache.spark.sql.catalyst.rules.RuleExecutor$
3068:             1             16  org.apache.spark.sql.catalyst.trees.CurrentOrigin$
3069:             1             16  org.apache.spark.sql.catalyst.trees.CurrentOrigin$$anon$1
3070:             1             16  org.apache.spark.sql.catalyst.trees.Origin$
3071:             1             16  org.apache.spark.sql.catalyst.util.StringKeyHashMap$
3072:             1             16  org.apache.spark.sql.catalyst.util.TypeUtils$
3073:             1             16  org.apache.spark.sql.catalyst.util.package$
3074:             1             16  org.apache.spark.sql.execution.ExternalRDD$
3075:             1             16  org.apache.spark.sql.execution.ObjectOperator$
3076:             1             16  org.apache.spark.sql.execution.RowIterator$
3077:             1             16  org.apache.spark.sql.execution.SortExec$
3078:             1             16  org.apache.spark.sql.execution.SortPrefixUtils$
3079:             1             16  org.apache.spark.sql.execution.SparkPlanInfo$
3080:             1             16  org.apache.spark.sql.execution.SparkStrategies$Aggregation$
3081:             1             16  org.apache.spark.sql.execution.SparkStrategies$SpecialLimits$
3082:             1             16  org.apache.spark.sql.execution.UnsafeRowSerializer$
3083:             1             16  org.apache.spark.sql.execution.WholeStageCodegenExec$
3084:             1             16  org.apache.spark.sql.execution.aggregate.AggUtils$
3085:             1             16  org.apache.spark.sql.execution.aggregate.HashAggregateExec$
3086:             1             16  org.apache.spark.sql.execution.command.LocalTempView$
3087:             1             16  org.apache.spark.sql.execution.command.PersistedView$
3088:             1             16  org.apache.spark.sql.execution.datasources.FileSourceStrategy$
3089:             1             16  org.apache.spark.sql.execution.datasources.HiveOnlyCheck$
3090:             1             16  org.apache.spark.sql.execution.datasources.PreWriteCheck$
3091:             1             16  org.apache.spark.sql.execution.exchange.ShuffleExchange$
3092:             1             16  org.apache.spark.sql.execution.metric.SQLMetric$
3093:             1             16  org.apache.spark.sql.execution.streaming.state.StateStoreCoordinatorRef
3094:             1             16  org.apache.spark.sql.execution.ui.SQLStageMetrics$
3095:             1             16  org.apache.spark.sql.execution.ui.SQLTab$
3096:             1             16  org.apache.spark.sql.execution.ui.SparkPlanGraph$
3097:             1             16  org.apache.spark.sql.internal.BaseSessionStateBuilder$$anonfun$createClone$1
3098:             1             16  org.apache.spark.sql.internal.BaseSessionStateBuilder$$anonfun$createQueryExecution$1
3099:             1             16  org.apache.spark.sql.internal.SQLConf$$anonfun$1
3100:             1             16  org.apache.spark.sql.internal.SQLConf$$anonfun$2
3101:             1             16  org.apache.spark.sql.internal.SQLConf$$anonfun$3
3102:             1             16  org.apache.spark.sql.internal.SQLConf$$anonfun$4
3103:             1             16  org.apache.spark.sql.internal.SQLConf$$anonfun$5
3104:             1             16  org.apache.spark.sql.internal.SQLConf$$anonfun$6
3105:             1             16  org.apache.spark.sql.internal.SQLConf$$anonfun$8
3106:             1             16  org.apache.spark.sql.internal.SessionResourceLoader
3107:             1             16  org.apache.spark.sql.internal.SessionState$
3108:             1             16  org.apache.spark.sql.internal.SessionStateBuilder$$anonfun$newBuilder$1
3109:             1             16  org.apache.spark.sql.internal.SharedState$$anon$1
3110:             1             16  org.apache.spark.sql.internal.StaticSQLConf$$anonfun$1
3111:             1             16  org.apache.spark.sql.internal.VariableSubstitution$$anon$1
3112:             1             16  org.apache.spark.sql.types.AnyDataType$
3113:             1             16  org.apache.spark.sql.types.BinaryType$$anon$1
3114:             1             16  org.apache.spark.sql.types.CalendarIntervalType$
3115:             1             16  org.apache.spark.sql.types.DataType$
3116:             1             16  org.apache.spark.sql.types.Decimal$DecimalAsIfIntegral$
3117:             1             16  org.apache.spark.sql.types.Decimal$DecimalIsFractional$
3118:             1             16  org.apache.spark.sql.types.DecimalType$Expression$
3119:             1             16  org.apache.spark.sql.types.DoubleType$$anon$1
3120:             1             16  org.apache.spark.sql.types.FloatType$$anon$1
3121:             1             16  org.apache.spark.sql.types.FractionalType$
3122:             1             16  org.apache.spark.sql.types.IntegralType$
3123:             1             16  org.apache.spark.sql.types.Metadata$
3124:             1             16  org.apache.spark.sql.types.NullType$
3125:             1             16  org.apache.spark.sql.types.NumericType$
3126:             1             16  org.apache.spark.sql.types.StructType$
3127:             1             16  org.apache.spark.status.api.v1.ApiRootResource$
3128:             1             16  org.apache.spark.status.api.v1.UIRootFromServletContext$
3129:             1             16  org.apache.spark.storage.BlockManager$
3130:             1             16  org.apache.spark.storage.BlockManagerId$
3131:             1             16  org.apache.spark.storage.BlockManagerMaster$
3132:             1             16  org.apache.spark.storage.BlockManagerMessages$GetMemoryStatus$
3133:             1             16  org.apache.spark.storage.BlockManagerMessages$GetStorageStatus$
3134:             1             16  org.apache.spark.storage.BlockManagerMessages$StopBlockManagerMaster$
3135:             1             16  org.apache.spark.storage.BlockManagerSource$$anonfun$1
3136:             1             16  org.apache.spark.storage.BlockManagerSource$$anonfun$10
3137:             1             16  org.apache.spark.storage.BlockManagerSource$$anonfun$2
3138:             1             16  org.apache.spark.storage.BlockManagerSource$$anonfun$3
3139:             1             16  org.apache.spark.storage.BlockManagerSource$$anonfun$4
3140:             1             16  org.apache.spark.storage.BlockManagerSource$$anonfun$5
3141:             1             16  org.apache.spark.storage.BlockManagerSource$$anonfun$6
3142:             1             16  org.apache.spark.storage.BlockManagerSource$$anonfun$7
3143:             1             16  org.apache.spark.storage.BlockManagerSource$$anonfun$8
3144:             1             16  org.apache.spark.storage.BlockManagerSource$$anonfun$9
3145:             1             16  org.apache.spark.storage.BlockStatus$
3146:             1             16  org.apache.spark.storage.BlockUpdatedInfo$
3147:             1             16  org.apache.spark.storage.BroadcastBlockId$
3148:             1             16  org.apache.spark.storage.DefaultTopologyMapper
3149:             1             16  org.apache.spark.storage.DiskBlockManager$$anonfun$addShutdownHook$1
3150:             1             16  org.apache.spark.storage.RDDInfo$
3151:             1             16  org.apache.spark.storage.RandomBlockReplicationPolicy
3152:             1             16  org.apache.spark.storage.StorageStatus$NonRddStorageInfo$
3153:             1             16  org.apache.spark.storage.StorageUtils$
3154:             1             16  org.apache.spark.streaming.Seconds$
3155:             1             16  org.apache.spark.streaming.StreamingContext$$anonfun$start$1
3156:             1             16  org.apache.spark.streaming.StreamingSource$$anonfun$1
3157:             1             16  org.apache.spark.streaming.StreamingSource$$anonfun$10
3158:             1             16  org.apache.spark.streaming.StreamingSource$$anonfun$11
3159:             1             16  org.apache.spark.streaming.StreamingSource$$anonfun$12
3160:             1             16  org.apache.spark.streaming.StreamingSource$$anonfun$13
3161:             1             16  org.apache.spark.streaming.StreamingSource$$anonfun$14
3162:             1             16  org.apache.spark.streaming.StreamingSource$$anonfun$15
3163:             1             16  org.apache.spark.streaming.StreamingSource$$anonfun$16
3164:             1             16  org.apache.spark.streaming.StreamingSource$$anonfun$17
3165:             1             16  org.apache.spark.streaming.StreamingSource$$anonfun$18
3166:             1             16  org.apache.spark.streaming.StreamingSource$$anonfun$2
3167:             1             16  org.apache.spark.streaming.StreamingSource$$anonfun$3
3168:             1             16  org.apache.spark.streaming.StreamingSource$$anonfun$4
3169:             1             16  org.apache.spark.streaming.StreamingSource$$anonfun$5
3170:             1             16  org.apache.spark.streaming.StreamingSource$$anonfun$6
3171:             1             16  org.apache.spark.streaming.StreamingSource$$anonfun$7
3172:             1             16  org.apache.spark.streaming.StreamingSource$$anonfun$8
3173:             1             16  org.apache.spark.streaming.StreamingSource$$anonfun$9
3174:             1             16  org.apache.spark.streaming.api.python.PythonDStream$
3175:             1             16  org.apache.spark.streaming.dstream.DStream$
3176:             1             16  org.apache.spark.streaming.dstream.DStream$$anonfun$foreachRDD$1$$anonfun$apply$mcV$sp$3
3177:             1             16  org.apache.spark.streaming.dstream.ForEachDStream$$anonfun$1$$anonfun$apply$mcV$sp$1
3178:             1             16  org.apache.spark.streaming.kafka010.ConsumerStrategies$
3179:             1             16  org.apache.spark.streaming.kafka010.KafkaRDD$KafkaRDDIterator$$anonfun$9
3180:             1             16  org.apache.spark.streaming.kafka010.KafkaUtils$
3181:             1             16  org.apache.spark.streaming.kafka010.LocationStrategies$
3182:             1             16  org.apache.spark.streaming.kafka010.OffsetRange$
3183:             1             16  org.apache.spark.streaming.kafka010.PreferBrokers$
3184:             1             16  org.apache.spark.streaming.kafka010.PreferConsistent$
3185:             1             16  org.apache.spark.streaming.scheduler.JobGenerator$$anonfun$1
3186:             1             16  org.apache.spark.streaming.scheduler.JobScheduler$JobHandler$$anonfun$run$1
3187:             1             16  org.apache.spark.streaming.scheduler.RateController$
3188:             1             16  org.apache.spark.streaming.scheduler.ReceiverSchedulingPolicy
3189:             1             16  org.apache.spark.streaming.scheduler.ReceiverTracker$
3190:             1             16  org.apache.spark.streaming.scheduler.StreamInputInfo$
3191:             1             16  org.apache.spark.streaming.ui.BatchUIData$
3192:             1             16  org.apache.spark.streaming.ui.OutputOperationUIData$
3193:             1             16  org.apache.spark.streaming.ui.StreamingTab$
3194:             1             16  org.apache.spark.streaming.ui.UIUtils$$anon$1
3195:             1             16  org.apache.spark.streaming.ui.UIUtils$$anon$2
3196:             1             16  org.apache.spark.ui.JettyUtils$$anonfun$createRedirectHandler$default$3$1
3197:             1             16  org.apache.spark.ui.JettyUtils$ServletParams$
3198:             1             16  org.apache.spark.ui.JettyUtils$ServletParams$$anonfun$$lessinit$greater$default$3$1
3199:             1             16  org.apache.spark.ui.SparkUI$$anonfun$3
3200:             1             16  org.apache.spark.ui.SparkUI$$anonfun$4
3201:             1             16  org.apache.spark.ui.UIUtils$$anon$3
3202:             1             16  org.apache.spark.ui.exec.ExecutorTaskSummary$
3203:             1             16  org.apache.spark.ui.jobs.UIData$InputMetricsUIData$
3204:             1             16  org.apache.spark.ui.jobs.UIData$JobUIData$
3205:             1             16  org.apache.spark.ui.jobs.UIData$OutputMetricsUIData$
3206:             1             16  org.apache.spark.ui.jobs.UIData$ShuffleReadMetricsUIData$
3207:             1             16  org.apache.spark.ui.jobs.UIData$ShuffleWriteMetricsUIData$
3208:             1             16  org.apache.spark.ui.jobs.UIData$TaskMetricsUIData$
3209:             1             16  org.apache.spark.ui.jobs.UIData$TaskUIData$
3210:             1             16  org.apache.spark.unsafe.map.HashMapGrowthStrategy$Doubling
3211:             1             16  org.apache.spark.unsafe.memory.HeapMemoryAllocator
3212:             1             16  org.apache.spark.unsafe.memory.UnsafeMemoryAllocator
3213:             1             16  org.apache.spark.util.CausedBy$
3214:             1             16  org.apache.spark.util.ClosureCleaner$
3215:             1             16  org.apache.spark.util.CommandLineUtils$$anonfun$1
3216:             1             16  org.apache.spark.util.CompletionIterator$
3217:             1             16  org.apache.spark.util.FieldAccessFinder$
3218:             1             16  org.apache.spark.util.IdGenerator
3219:             1             16  org.apache.spark.util.RpcUtils$
3220:             1             16  org.apache.spark.util.ShutdownHookManager$$anonfun$1
3221:             1             16  org.apache.spark.util.SparkShutdownHookManager$$anon$2
3222:             1             16  org.apache.spark.util.SparkShutdownHookManager$$anonfun$runAll$1
3223:             1             16  org.apache.spark.util.SparkShutdownHookManager$$anonfun$runAll$1$$anonfun$apply$mcV$sp$1
3224:             1             16  org.apache.spark.util.SparkUncaughtExceptionHandler$
3225:             1             16  org.apache.spark.util.ThreadUtils$
3226:             1             16  org.apache.spark.util.collection.OpenHashSet$$anonfun$1
3227:             1             16  org.apache.spark.util.collection.OpenHashSet$$anonfun$2
3228:             1             16  org.apache.spark.util.collection.PrimitiveVector$
3229:             1             16  org.apache.spark.util.collection.unsafe.sort.PrefixComparators$SignedPrefixComparator
3230:             1             16  org.apache.spark.util.collection.unsafe.sort.PrefixComparators$SignedPrefixComparatorDesc
3231:             1             16  org.apache.spark.util.collection.unsafe.sort.PrefixComparators$SignedPrefixComparatorDescNullsFirst
3232:             1             16  org.apache.spark.util.collection.unsafe.sort.PrefixComparators$SignedPrefixComparatorNullsLast
3233:             1             16  org.apache.xerces.dom.CharacterDataImpl$1
3234:             1             16  org.apache.xerces.impl.XMLEntityManager$1
3235:             1             16  org.apache.xerces.impl.dv.dtd.IDDatatypeValidator
3236:             1             16  org.apache.xerces.impl.dv.dtd.IDREFDatatypeValidator
3237:             1             16  org.apache.xerces.impl.dv.dtd.NMTOKENDatatypeValidator
3238:             1             16  org.apache.xerces.impl.dv.dtd.NOTATIONDatatypeValidator
3239:             1             16  org.apache.xerces.impl.dv.dtd.StringDatatypeValidator
3240:             1             16  org.codehaus.janino.IClass$1
3241:             1             16  org.codehaus.janino.Java$Located$1
3242:             1             16  org.codehaus.janino.Java$Rvalue$2
3243:             1             16  org.slf4j.helpers.NOPLoggerFactory
3244:             1             16  org.slf4j.impl.Log4jLoggerFactory
3245:             1             16  org.slf4j.impl.StaticLoggerBinder
3246:             1             16  org.spark_project.guava.base.CharMatcher$1
3247:             1             16  org.spark_project.guava.base.CharMatcher$15
3248:             1             16  org.spark_project.guava.base.CharMatcher$2
3249:             1             16  org.spark_project.guava.base.CharMatcher$3
3250:             1             16  org.spark_project.guava.base.CharMatcher$4
3251:             1             16  org.spark_project.guava.base.CharMatcher$5
3252:             1             16  org.spark_project.guava.base.CharMatcher$6
3253:             1             16  org.spark_project.guava.base.CharMatcher$7
3254:             1             16  org.spark_project.guava.base.CharMatcher$8
3255:             1             16  org.spark_project.guava.base.Equivalence$Equals
3256:             1             16  org.spark_project.guava.base.Equivalence$Identity
3257:             1             16  org.spark_project.guava.base.Platform$1
3258:             1             16  org.spark_project.guava.base.Suppliers$SupplierOfInstance
3259:             1             16  org.spark_project.guava.base.Ticker$1
3260:             1             16  org.spark_project.guava.cache.CacheBuilder$1
3261:             1             16  org.spark_project.guava.cache.CacheBuilder$2
3262:             1             16  org.spark_project.guava.cache.CacheBuilder$3
3263:             1             16  org.spark_project.guava.cache.LocalCache$1
3264:             1             16  org.spark_project.guava.cache.LocalCache$2
3265:             1             16  org.spark_project.guava.cache.LocalCache$LocalManualCache
3266:             1             16  org.spark_project.guava.collect.Interners$1
3267:             1             16  org.spark_project.guava.collect.Iterators$1
3268:             1             16  org.spark_project.guava.collect.Iterators$2
3269:             1             16  org.spark_project.guava.collect.MapMakerInternalMap$1
3270:             1             16  org.spark_project.guava.collect.MapMakerInternalMap$2
3271:             1             16  org.spark_project.guava.io.ByteStreams$1
3272:             1             16  org.spark_project.jetty.http.DateGenerator$1
3273:             1             16  org.spark_project.jetty.http.Http1FieldPreEncoder
3274:             1             16  org.spark_project.jetty.http.MimeTypes$$Lambda$10/5255258
3275:             1             16  org.spark_project.jetty.http.MimeTypes$$Lambda$8/846274760
3276:             1             16  org.spark_project.jetty.io.WriteFlusher$CompletingState
3277:             1             16  org.spark_project.jetty.io.WriteFlusher$IdleState
3278:             1             16  org.spark_project.jetty.io.WriteFlusher$WritingState
3279:             1             16  org.spark_project.jetty.server.Authentication$1
3280:             1             16  org.spark_project.jetty.server.Authentication$2
3281:             1             16  org.spark_project.jetty.server.Authentication$3
3282:             1             16  org.spark_project.jetty.server.Authentication$4
3283:             1             16  org.spark_project.jetty.server.Authentication$5
3284:             1             16  org.spark_project.jetty.server.HttpInput$1
3285:             1             16  org.spark_project.jetty.server.HttpInput$2
3286:             1             16  org.spark_project.jetty.server.HttpInput$3
3287:             1             16  org.spark_project.jetty.server.HttpInput$4
3288:             1             16  org.spark_project.jetty.server.HttpInput$5
3289:             1             16  org.spark_project.jetty.server.Response$1
3290:             1             16  org.spark_project.jetty.util.Callback$1
3291:             1             16  org.spark_project.jetty.util.ConcurrentArrayQueue$1
3292:             1             16  org.spark_project.jetty.util.Uptime
3293:             1             16  org.spark_project.jetty.util.thread.ExecutionStrategy$DefaultExecutionStrategyFactory
3294:             1             16  org.spark_project.jetty.util.thread.QueuedThreadPool$2
3295:             1             16  org.spark_project.jetty.util.thread.ScheduledExecutorScheduler$1
3296:             1             16  scala.None$
3297:             1             16  scala.Option$
3298:             1             16  scala.PartialFunction$$anon$1
3299:             1             16  scala.PartialFunction$$anon$1$$anonfun$3
3300:             1             16  scala.PartialFunction$$anonfun$1
3301:             1             16  scala.PartialFunction$$anonfun$2
3302:             1             16  scala.Predef$$anon$1
3303:             1             16  scala.Predef$$anon$2
3304:             1             16  scala.Predef$$anon$3
3305:             1             16  scala.Predef$ArrowAssoc$
3306:             1             16  scala.Predef$DummyImplicit$
3307:             1             16  scala.Predef$any2stringadd$
3308:             1             16  scala.StringContext
3309:             1             16  scala.StringContext$
3310:             1             16  scala.collection.$colon$plus$
3311:             1             16  scala.collection.$plus$colon$
3312:             1             16  scala.collection.IndexedSeq$$anon$1
3313:             1             16  scala.collection.Iterable$
3314:             1             16  scala.collection.Iterator$
3315:             1             16  scala.collection.Iterator$$anon$2
3316:             1             16  scala.collection.JavaConversions$
3317:             1             16  scala.collection.JavaConverters$
3318:             1             16  scala.collection.Map$
3319:             1             16  scala.collection.Seq$
3320:             1             16  scala.collection.SeqView$
3321:             1             16  scala.collection.Set$
3322:             1             16  scala.collection.convert.Decorators$
3323:             1             16  scala.collection.convert.WrapAsJava$
3324:             1             16  scala.collection.convert.WrapAsScala$
3325:             1             16  scala.collection.generic.IdleSignalling$
3326:             1             16  scala.collection.immutable.$colon$colon$
3327:             1             16  scala.collection.immutable.BitSet$
3328:             1             16  scala.collection.immutable.HashMap$
3329:             1             16  scala.collection.immutable.HashMap$$anon$2$$anon$3
3330:             1             16  scala.collection.immutable.HashMap$$anonfun$1
3331:             1             16  scala.collection.immutable.HashMap$EmptyHashMap$
3332:             1             16  scala.collection.immutable.HashSet$
3333:             1             16  scala.collection.immutable.HashSet$EmptyHashSet$
3334:             1             16  scala.collection.immutable.IndexedSeq$
3335:             1             16  scala.collection.immutable.Iterable$
3336:             1             16  scala.collection.immutable.List$$anon$1
3337:             1             16  scala.collection.immutable.ListSerializeEnd$
3338:             1             16  scala.collection.immutable.Map$
3339:             1             16  scala.collection.immutable.Map$$anonfun$withDefaultValue$1
3340:             1             16  scala.collection.immutable.Map$EmptyMap$
3341:             1             16  scala.collection.immutable.Nil$
3342:             1             16  scala.collection.immutable.Range$
3343:             1             16  scala.collection.immutable.RedBlackTree$
3344:             1             16  scala.collection.immutable.RedBlackTree$BlackTree$
3345:             1             16  scala.collection.immutable.RedBlackTree$RedTree$
3346:             1             16  scala.collection.immutable.Seq$
3347:             1             16  scala.collection.immutable.Set$
3348:             1             16  scala.collection.immutable.Set$EmptySet$
3349:             1             16  scala.collection.immutable.SortedSet$
3350:             1             16  scala.collection.immutable.Stream$
3351:             1             16  scala.collection.immutable.Stream$$hash$colon$colon$
3352:             1             16  scala.collection.immutable.Stream$Empty$
3353:             1             16  scala.collection.immutable.Stream$cons$
3354:             1             16  scala.collection.immutable.StringOps$
3355:             1             16  scala.collection.immutable.Traversable$
3356:             1             16  scala.collection.immutable.TreeSet$
3357:             1             16  scala.collection.mutable.ArrayBuffer$
3358:             1             16  scala.collection.mutable.ArrayBuilder$
3359:             1             16  scala.collection.mutable.ArrayOps$ofByte$
3360:             1             16  scala.collection.mutable.ArrayOps$ofInt$
3361:             1             16  scala.collection.mutable.ArrayOps$ofLong$
3362:             1             16  scala.collection.mutable.ArrayOps$ofRef$
3363:             1             16  scala.collection.mutable.ArraySeq$
3364:             1             16  scala.collection.mutable.Buffer$
3365:             1             16  scala.collection.mutable.FlatHashTable$
3366:             1             16  scala.collection.mutable.FlatHashTable$NullSentinel$
3367:             1             16  scala.collection.mutable.HashMap$
3368:             1             16  scala.collection.mutable.HashSet$
3369:             1             16  scala.collection.mutable.HashTable$
3370:             1             16  scala.collection.mutable.IndexedSeq$
3371:             1             16  scala.collection.mutable.Iterable$
3372:             1             16  scala.collection.mutable.LinkedHashMap$
3373:             1             16  scala.collection.mutable.ListBuffer$
3374:             1             16  scala.collection.mutable.Map$
3375:             1             16  scala.collection.mutable.MutableList$
3376:             1             16  scala.collection.mutable.PriorityQueue$
3377:             1             16  scala.collection.mutable.Set$
3378:             1             16  scala.collection.mutable.Stack
3379:             1             16  scala.collection.mutable.StringBuilder$
3380:             1             16  scala.collection.mutable.WeakHashMap$
3381:             1             16  scala.collection.mutable.WrappedArray$
3382:             1             16  scala.collection.mutable.WrappedArray$ofInt
3383:             1             16  scala.collection.package$
3384:             1             16  scala.collection.parallel.ExecutionContextTaskSupport$
3385:             1             16  scala.collection.parallel.mutable.ParArray$
3386:             1             16  scala.compat.Platform$
3387:             1             16  scala.concurrent.BlockContext$
3388:             1             16  scala.concurrent.BlockContext$DefaultBlockContext$
3389:             1             16  scala.concurrent.ExecutionContext$
3390:             1             16  scala.concurrent.Future$
3391:             1             16  scala.concurrent.Future$InternalCallbackExecutor$
3392:             1             16  scala.concurrent.Promise$
3393:             1             16  scala.concurrent.duration.Duration$$anon$1
3394:             1             16  scala.concurrent.duration.Duration$$anon$2
3395:             1             16  scala.concurrent.duration.Duration$$anon$3
3396:             1             16  scala.concurrent.duration.Duration$$anonfun$3
3397:             1             16  scala.concurrent.duration.package$DurationInt$
3398:             1             16  scala.concurrent.duration.package$DurationLong$
3399:             1             16  scala.concurrent.forkjoin.ForkJoinPool$DefaultForkJoinWorkerThreadFactory
3400:             1             16  scala.concurrent.forkjoin.ForkJoinPool$Submitter
3401:             1             16  scala.concurrent.impl.ExecutionContextImpl$
3402:             1             16  scala.concurrent.impl.Future$
3403:             1             16  scala.concurrent.impl.Promise$
3404:             1             16  scala.concurrent.impl.Promise$DefaultPromise
3405:             1             16  scala.math.Equiv$
3406:             1             16  scala.math.Fractional$
3407:             1             16  scala.math.Integral$
3408:             1             16  scala.math.LowPriorityOrderingImplicits$$anon$6
3409:             1             16  scala.math.Numeric$
3410:             1             16  scala.math.Numeric$ByteIsIntegral$
3411:             1             16  scala.math.Numeric$DoubleAsIfIntegral$
3412:             1             16  scala.math.Numeric$DoubleIsFractional$
3413:             1             16  scala.math.Numeric$FloatAsIfIntegral$
3414:             1             16  scala.math.Numeric$FloatIsFractional$
3415:             1             16  scala.math.Numeric$IntIsIntegral$
3416:             1             16  scala.math.Numeric$LongIsIntegral$
3417:             1             16  scala.math.Numeric$ShortIsIntegral$
3418:             1             16  scala.math.Ordered$
3419:             1             16  scala.math.Ordering$
3420:             1             16  scala.math.Ordering$Boolean$
3421:             1             16  scala.math.Ordering$Byte$
3422:             1             16  scala.math.Ordering$Double$
3423:             1             16  scala.math.Ordering$Int$
3424:             1             16  scala.math.Ordering$Long$
3425:             1             16  scala.math.Ordering$Short$
3426:             1             16  scala.math.Ordering$String$
3427:             1             16  scala.package$$anon$1
3428:             1             16  scala.ref.WeakReference$
3429:             1             16  scala.reflect.NoManifest$
3430:             1             16  scala.reflect.api.Exprs$Expr$
3431:             1             16  scala.reflect.api.Internals$CompatToken
3432:             1             16  scala.reflect.api.Liftables$Liftable$
3433:             1             16  scala.reflect.api.Liftables$Unliftable$
3434:             1             16  scala.reflect.api.Printers$BooleanFlag$
3435:             1             16  scala.reflect.api.TypeTags$TypeTag$$anonfun$1
3436:             1             16  scala.reflect.api.TypeTags$TypeTag$$anonfun$10
3437:             1             16  scala.reflect.api.TypeTags$TypeTag$$anonfun$11
3438:             1             16  scala.reflect.api.TypeTags$TypeTag$$anonfun$12
3439:             1             16  scala.reflect.api.TypeTags$TypeTag$$anonfun$13
3440:             1             16  scala.reflect.api.TypeTags$TypeTag$$anonfun$14
3441:             1             16  scala.reflect.api.TypeTags$TypeTag$$anonfun$15
3442:             1             16  scala.reflect.api.TypeTags$TypeTag$$anonfun$2
3443:             1             16  scala.reflect.api.TypeTags$TypeTag$$anonfun$3
3444:             1             16  scala.reflect.api.TypeTags$TypeTag$$anonfun$4
3445:             1             16  scala.reflect.api.TypeTags$TypeTag$$anonfun$5
3446:             1             16  scala.reflect.api.TypeTags$TypeTag$$anonfun$6
3447:             1             16  scala.reflect.api.TypeTags$TypeTag$$anonfun$7
3448:             1             16  scala.reflect.api.TypeTags$TypeTag$$anonfun$8
3449:             1             16  scala.reflect.api.TypeTags$TypeTag$$anonfun$9
3450:             1             16  scala.reflect.internal.AnnotationInfos$Annotation$
3451:             1             16  scala.reflect.internal.AnnotationInfos$AnnotationInfo$
3452:             1             16  scala.reflect.internal.AnnotationInfos$ArrayAnnotArg$
3453:             1             16  scala.reflect.internal.AnnotationInfos$LiteralAnnotArg$
3454:             1             16  scala.reflect.internal.AnnotationInfos$NestedAnnotArg$
3455:             1             16  scala.reflect.internal.AnnotationInfos$ScalaSigBytes$
3456:             1             16  scala.reflect.internal.AnnotationInfos$ThrownException$
3457:             1             16  scala.reflect.internal.AnnotationInfos$UnmappableAnnotArg$
3458:             1             16  scala.reflect.internal.ClassfileConstants$FlagTranslation$
3459:             1             16  scala.reflect.internal.Constants$Constant$
3460:             1             16  scala.reflect.internal.Definitions$DefinitionsClass$MacroContextType$
3461:             1             16  scala.reflect.internal.Definitions$DefinitionsClass$VarArityClass$
